,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
8736,Digital,OverDrive,EBOOK,2018,1,42,"The Silkworm: Cormoran Strike Series, Book 2",,Robert Galbraith,"Fiction, Mystery","Hachette Digital, Inc.",2014
8737,Digital,OverDrive,EBOOK,2018,1,2,"Dawn's Prelude: Song of Alaska Series, Book 1",,Tracie Peterson,"Christian Fiction, Fiction, Historical Fiction",Baker Publishing Group,2011
8741,Digital,OverDrive,EBOOK,2018,1,1,There Is No F*cking Secret: Letters From a Badass Bitch,,Kelly Osbourne,"Biography & Autobiography, Nonfiction, Performing Arts","Penguin Group (USA), Inc.",2017
8743,Digital,OverDrive,EBOOK,2018,1,5,The Twilight Saga Collection,,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction","Hachette Digital, Inc.",2012
8744,Digital,OverDrive,AUDIOBOOK,2018,1,4,I Am the Messenger (Unabridged),,Markus Zusak,"Mystery, Young Adult Fiction",Books on Tape,2007
8745,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Blind Faith: Sin Brothers Series, Book 3 (unabridged) (Unabridged)",,Rebecca Zanetti,"Fiction, Romance, Suspense","Blackstone Audio, Inc.",2015
8746,Digital,OverDrive,EBOOK,2018,1,1,Versailles: A Novel,,Kathryn Davis,"Fiction, Historical Fiction",Houghton Mifflin Harcourt Trade and Reference,2013
8747,Digital,OverDrive,EBOOK,2018,1,5,The Last Painting of Sara de Vos: A Novel,,Dominic Smith,"Fiction, Historical Fiction, Literature",Macmillan Publishers,2016
8749,Digital,OverDrive,VIDEO,2018,1,1,Morocco,,Global Television,Travel,TravelVideoStore.com,2009
8750,Digital,OverDrive,EBOOK,2018,1,2,"I, Alex Cross: Alex Cross Series, Book 16",,James Patterson,"Fiction, Suspense, Thriller","Hachette Digital, Inc.",2009
8751,Digital,OverDrive,EBOOK,2018,1,1,Butcher's Moon: A Parker Novel,,Richard Stark,"Fiction, Literature, Mystery",University of Chicago Press,2011
8755,Digital,OverDrive,EBOOK,2018,1,4,Release,,Patrick Ness,"Young Adult Fiction, Young Adult Literature",HarperCollins Publishers Inc.,2017
8758,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Three Days to Dead: Dreg City Series, Book 1 (unabridged) (Unabridged)",,Kelly Meding,"Fantasy, Fiction","Tantor Media, Inc",2011
8760,Digital,Hoopla,MOVIE,2018,1,3,The Women on the 6th Floor,,,"Comedy, French, World",Strand Releasing,
8761,Digital,OverDrive,EBOOK,2018,1,2,Simple Steps to Foot Pain Relief: The New Science of Healthy Feet,,Katy  Bowman,"Health & Fitness, Medical, Nonfiction",Lightning Source Inc,2016
8763,Digital,OverDrive,EBOOK,2018,1,1,Destiny Disrupted: A History of the World through Islamic Eyes,,Tamim Ansary,"History, Nonfiction, Religion & Spirituality","Hachette Digital, Inc.",2012
8764,Digital,OverDrive,AUDIOBOOK,2018,1,16,The Girl with the Make-Believe Husband: A Bridgertons Prequel (unabridged) (Unabridged),,Julia Quinn,"Fiction, Romance",HarperCollins Publishers Inc.,2017
8765,Digital,OverDrive,AUDIOBOOK,2018,1,1,A World Gone Social: How Companies Must Adapt to Survive (unabridged) (Unabridged),,Ted Coine,"Business, Current Events, Nonfiction",Gildan Media Corp,2014
8766,Digital,OverDrive,EBOOK,2018,1,2,The Laughing Monsters: A Novel,,Denis Johnson,"Fiction, Literature, Thriller",Macmillan Publishers,2014
8767,Digital,OverDrive,EBOOK,2018,1,1,"A Sparrow Falls: The Courtney Family, The First Sequence Series, Book 3",,Wilbur Smith,"Fiction, Historical Fiction, Literature",Macmillan Publishers,2013
8768,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Midnight Rambler: Jack Carpenter Series, Book 1 (unabridged) (Unabridged)",,James Swain,"Fiction, Thriller","Blackstone Audio, Inc.",2008
8771,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Mysterious Affair at Styles (Unabridged),,Agatha Christie,"Classic Literature, Fiction, Suspense","Sound Room Publishers, Inc.",2005
8772,Digital,OverDrive,EBOOK,2018,1,1,"Storm of Lightning: Michael Vey Series, Book 5",,Richard Paul Evans,"Science Fiction, Young Adult Fiction","Simon & Schuster, Inc.",2015
8776,Digital,OverDrive,AUDIOBOOK,2018,1,6,Ancillary Mercy (Unabridged),,Ann Leckie,"Fiction, Science Fiction, Thriller","Blackstone Audio, Inc.",2015
8777,Digital,OverDrive,EBOOK,2018,1,1,Falling Into Us,,Jasinda Wilder,"Erotic Literature, Fiction, Romance",NLA Digital LLC,2015
8781,Digital,OverDrive,EBOOK,2018,1,1,"The Wild & Weedy Apothecary: An A to Z Book of Herbal Concoctions, Recipes & Remedies, Practical Know-How & Food for the Soul",,Doreen Shababy,"Health & Fitness, Nonfiction",Llewellyn Publications,2010
8782,Digital,OverDrive,EBOOK,2018,1,3,Talk of the Ton,,Eloisa James,"Fiction, Romance","Penguin Group (USA), Inc.",2009
8787,Digital,Hoopla,MOVIE,2018,1,1,"Drunk, Stoned, Brilliant, Dead",,,Documentary,Magnolia Pictures,
8790,Digital,OverDrive,EBOOK,2018,1,2,Time Reborn: From the Crisis in Physics to the Future of the Universe,,Lee Smolin,"Nonfiction, Science",Houghton Mifflin Harcourt Trade and Reference,2013
8795,Digital,OverDrive,EBOOK,2018,1,2,"Nice Girls Don't Date Dead Men: Jane Jameson Series, Book 2",,Molly Harper,"Fantasy, Fiction, Romance","Simon & Schuster, Inc.",2014
8797,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Interrupted Tale: The Incorrigible Children of Ashton Place Series, Book 4 (unabridged) (Unabridged)",,Maryrose Wood,"Humor (Fiction), Juvenile Fiction",Books on Tape,2014
8801,Digital,OverDrive,EBOOK,2018,1,1,More Than Sorrow: A Mystery,,Vicki Delany,"Fiction, Mystery",Poisoned Pen Press,2013
8802,Digital,OverDrive,EBOOK,2018,1,1,"A World of Curiosities: Surprising, Interesting, and Downright Unbelievable Facts from Every Nation on the Planet",,John Oldale,"Nonfiction, Reference","Penguin Group (USA), Inc.",2013
8804,Digital,OverDrive,EBOOK,2018,1,2,Without Fear or Favor: A Novel,,Robert K. Tanenbaum,"Fiction, Literature, Mystery, Thriller","Simon & Schuster, Inc.",2017
8806,Digital,OverDrive,AUDIOBOOK,2018,1,7,"The Reluctant Queen: Queens of Renthia Series, Book 2 (unabridged) (Unabridged)",,Sarah Beth Durst,"Fantasy, Fiction, Literature, Thriller",HarperCollins Publishers Inc.,2017
8810,Digital,Freegal,SONG,2018,1,1,By the Gates of Moria (Remastered 2017),,Blind Guardian,,,
8811,Digital,OverDrive,EBOOK,2018,1,8,"The Black Witch--An Epic Fantasy Novel: The Black Witch Chronicles Series, Book 1",,Laurie  Forest,"Fantasy, Young Adult Fiction, Young Adult Literature","Harlequin Enterprises, Ltd.",2017
8813,Digital,Freegal,SONG,2018,1,1,The Immortal,,Arch Enemy,,,
8814,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Runnin' with the Devil: A Backstage Pass to the Wild Times, Loud Rock, and the Down and Dirty Truth Behind the Making of Van Halen (unabridged) (Unabridged)",,Noel Monk,"Biography & Autobiography, Nonfiction, Performing Arts",HarperCollins Publishers Inc.,2017
8816,Digital,Freegal,SONG,2018,1,1,I Woke up Dizzy,,The Neal Hefti Septet,,,
8822,Digital,OverDrive,AUDIOBOOK,2018,1,1,Munich Airport (Unabridged),,Greg Baxter,"Fiction, Literature","Blackstone Audio, Inc.",2015
8824,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Seduction in Session: The Perfect Gentlemen Series, Book 2 (unabridged) (Unabridged)",,Shayla Black,"Fiction, Romance, Suspense, Thriller",Books on Tape,2016
8825,Digital,Hoopla,MUSIC,2018,1,1,Suicide Squad: The Album,,,Soundtrack,Atlantic Records,
8829,Digital,OverDrive,EBOOK,2018,1,1,Villette,,Charlotte Bronte,"Classic Literature, Fiction","Penguin Group (USA), Inc.",2013
8830,Digital,Freegal,SONG,2018,1,1,Waltz from Masquerade,,Khachaturian Trio,,,
8834,Digital,OverDrive,AUDIOBOOK,2018,1,2,Three Levels of Power and How to Use Them (Unabridged),,Caroline Myss,"Nonfiction, Religion & Spirituality","Sounds True, Inc",2007
8840,Digital,OverDrive,EBOOK,2018,1,2,Autobiography of a Corpse,,Sigizmund Krzhizhanovsky,"Fiction, Literature, Short Stories","Random House, Inc.",2013
8844,Digital,OverDrive,EBOOK,2018,1,1,"Rebel: Blades of the Rose Series, Book 3",,Zoe Archer,"Fantasy, Fiction, Romance","Random House, Inc.",2012
8850,Digital,OverDrive,EBOOK,2018,1,2,Hard to Come By: A Hard Ink Novel,,Laura Kaye,"Fiction, Romance, Suspense",HarperCollins Publishers Inc.,2014
8851,Digital,OverDrive,EBOOK,2018,1,4,The Souls of Black Folk: Essays and Sketches,,W. E. B. Du Bois,"Essays, Multi-Cultural, Nonfiction",Duke Classics,2018
8853,Digital,OverDrive,EBOOK,2018,1,3,"Down Cemetery Road: Oxford Investigations Series, Book 1",,Mick Herron,"Fiction, Mystery","Random House, Inc.",2015
8857,Digital,Hoopla,COMIC,2018,1,1,Bone Vol. 6: Old Man's Cave,,,"Action & Adventure, Fantasy",Cartoon Books,
8860,Digital,Freegal,SONG,2018,1,1,"I, Yi, Yi, Yi, Yi (from 'That Night in Rio')",,Petula Clark,,,
8863,Digital,Freegal,SONG,2018,1,1,You Don't Know (Radio Edit),,im:Takt,,,
8865,Digital,OverDrive,EBOOK,2018,1,1,"Night Fire: Night Trilogy, Book 1",,Catherine Coulter,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2008
8866,Digital,OverDrive,EBOOK,2018,1,2,The Story of Philosophy,,Will Durant,"Biography & Autobiography, History, Nonfiction, Philosophy","Simon & Schuster, Inc.",2014
8872,Digital,OverDrive,EBOOK,2018,1,2,Ford County: Stories,,John Grisham,"Fiction, Literature, Short Stories, Thriller","Random House, Inc.",2010
8874,Digital,Freegal,SONG,2018,1,1,Lucky Man,,Montgomery Gentry,,,
8878,Digital,OverDrive,EBOOK,2018,1,3,The New Healthy Bread in Five Minutes a Day: Revised and Updated with New Recipes,,"Jeff Hertzberg, M.D.","Cooking & Food, Nonfiction",Macmillan Publishers,2016
8879,Digital,OverDrive,EBOOK,2018,1,1,Echoes from the Dead,,Johan Theorin,"Fiction, Literature, Suspense, Thriller","Random House, Inc.",2012
8880,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Care and Feeding of an Alpha Male: Bluebonnet Series, Book 2 (unabridged) (Unabridged)",,Jessica Clare,"Fiction, Romance","Tantor Media, Inc",2015
8881,Digital,OverDrive,EBOOK,2018,1,5,"Captain Underpants and the Preposterous Plight of the Purple Potty People: Captain Underpants Series, Book 8",,Dav Pilkey,"Humor (Fiction), Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)",2015
8883,Digital,OverDrive,EBOOK,2018,1,1,Ferals,,Jacob Grey,"Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2015
8884,Digital,OverDrive,EBOOK,2018,1,2,"The Tapping Solution for Weight Loss & Body Confidence: A Woman's Guide to Stressing Less, Weighing Less, and Loving More",,Jessica Ortner,"Health & Fitness, Nonfiction","Hay House, Inc.",2014
8890,Digital,OverDrive,EBOOK,2018,1,1,"The LEGO Build-It Book, Volume 1: Amazing Vehicles",,Nathanaël Kuipers,"Crafts, Juvenile Nonfiction","Random House, Inc.",2015
8891,Digital,OverDrive,EBOOK,2018,1,1,The Silent Boy,,Lois Lowry,"Historical Fiction, Young Adult Fiction",Houghton Mifflin Harcourt Trade and Reference,2011
8893,Digital,OverDrive,EBOOK,2018,1,2,"Bunnicula: Bunnicula Series, Book 1",,Deborah Howe,"Fantasy, Humor (Fiction), Juvenile Fiction","Simon & Schuster, Inc.",2014
8894,Digital,OverDrive,EBOOK,2018,1,1,The Magic Finger,,Roald Dahl,"Fantasy, Juvenile Fiction","Penguin Group (USA), Inc.",2013
8895,Digital,Freegal,SONG,2018,1,1,Sabres Of Paradise,,Haysi Fantayzee,,,
8901,Digital,OverDrive,EBOOK,2018,1,2,"Beyond the Truth: Hanne Wilhelmsen Series, Book 7",,Anne Holt,"Fiction, Mystery, Suspense, Thriller","Simon & Schuster, Inc.",2016
8904,Digital,OverDrive,EBOOK,2018,1,1,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,,Howard E. Wasdin,"Biography & Autobiography, History, Military, Nonfiction",Macmillan Publishers,2013
8905,Digital,OverDrive,EBOOK,2018,1,1,"Grown-Up Anger: The Connected Mysteries of Bob Dylan, Woody Guthrie, and the Calumet Massacre of 1913 T",,Daniel Wolff,"Biography & Autobiography, History, Music, Nonfiction",HarperCollins Publishers Inc.,2017
8911,Digital,OverDrive,EBOOK,2018,1,6,"Footsteps in the Dark: Country House Mysteries Series, Book 1",,Georgette Heyer,"Fiction, Mystery",Sourcebooks,2011
